,mapping_rate,reads,ERCC_content,MT_content,num_genes,pass_qc,day,cell_type,batch,bgplvm_2d_0,bgplvm_2d_1,pseudotime,assignment_prob_0,assignment_prob_1,branchtime,day_int,scaled_pseudotime
1771-026-192-H4,76.3757,2791118.0,93272.783395,88124.5218083,3168,True,3,CD4+ T cell,026-192,-1.96801840408,-1.67797991164,0.6364264891583792,0.3457980967445895,0.6542019032554105,0.72,2,0.5469599133919308
1771-026-192-H5,86.2835,3405267.0,98425.150341,51165.3234669,2889,True,3,CD4+ T cell,026-192,-1.9102105569499999,-1.50016456983,0.6580383677439038,0.38333862897216014,0.6166613710278399,0.72,2,0.5528703100330361
1771-026-195-A1,65.051,2531332.0,92552.411092,77190.7366278,3657,True,4,CD4+ T cell,026-195,-2.15486190167,0.0710832233922,1.0844511559052072,0.5021649133568172,0.4978350866431828,0.72,3,0.6694852864174085
1771-026-195-A10,70.5738,241720.0,65394.69416,58684.84565900001,4027,True,4,CD4+ T cell,026-195,-2.42763302788,0.535507934929,1.1809672044675974,0.4703420270122382,0.5296579729877618,0.72,3,0.6958804064426513
1771-026-195-A11,80.8879,2225583.0,76878.047003,57564.8861648,3914,True,4,CD4+ T cell,026-195,-2.5038685948099997,0.777884582272,1.2246837375320996,0.42379028675628383,0.5762097132437163,0.72,3,0.7078359636221304
1771-026-195-A12,72.2707,2561813.0,94878.57945,80486.2246458,3554,True,4,CD4+ T cell,026-195,-2.05715461151,1.08514968513,1.3366240069981834,0.32989642541375225,0.6701035745862478,0.72,3,0.7384492853673253
1771-026-195-A3,72.8662,2818229.0,149371.855882,87259.31300780001,3040,True,4,CD4+ T cell,026-195,-1.26148500361,0.170426546146,1.1945417244497312,0.5241605566498317,0.4758394433501682,0.72,3,0.6995927536589991
1771-026-195-A4,62.6533,3370180.0,207616.274263,103619.967087,2874,True,4,CD4+ T cell,026-195,-0.882932673458,1.15661569396,1.5939491871181652,0.5087529469961345,0.4912470530038656,0.72,3,0.8088223385118869
1771-026-195-A5,80.5006,2167376.0,77815.678905,71107.22913189999,3887,True,4,CD4+ T cell,026-195,-2.44260700845,0.9190344323649999,1.2581101154666523,0.385167023561057,0.614832976438943,0.72,3,0.7169773786586289
1771-026-195-A6,63.4188,3987839.0,216203.22632600003,77436.0435941,2477,True,4,CD4+ T cell,026-195,-0.562246013636,1.2843600241,1.7138307752804471,0.5462257187983132,0.4537742812016868,0.72,3,0.8416074447765169
1771-026-195-A7,77.0409,3462949.0,174037.722927,64636.4436977,2652,True,4,CD4+ T cell,026-195,-1.31127251877,-0.0223743292643,1.0936977614829286,0.4987366246362877,0.5012633753637123,0.72,3,0.672014039590434
1771-026-195-A8,72.07,4487633.0,180429.95237,287100.363021,2027,True,4,CD4+ T cell,026-195,-0.141808529699,1.3548581961000001,1.8879664589616405,0.6486303339415416,0.3513696660584583,0.72,3,0.8892299110907242
1771-026-195-A9,73.61,4795133.0,403000.882574,101783.273405,1470,True,4,CD4+ T cell,026-195,0.685219383081,0.30345500103,-1.1636283038747306,0.4988569336977736,0.5011430663022265,0.72,3,0.05468258727026146
1771-026-195-B1,75.2706,3326159.0,75834.502878,110594.348529,3594,True,4,CD4+ T cell,026-195,-2.24909142361,-0.828741075173,0.8503388157792084,0.4456514932290596,0.5543485067709403,0.72,3,0.6054604593647167
1771-026-195-B10,68.6323,2677445.0,249855.945042,90212.77993160002,2119,True,4,CD4+ T cell,026-195,-0.418219938879,0.8663801768189999,1.6933886417868391,0.8488241708494031,0.15117582915059696,0.72,3,0.8360169489452767
1771-026-195-B12,64.4258,5214733.0,344514.86508,62411.3400166,1806,True,4,CD4+ T cell,026-195,-0.0382992591661,0.896931815159,1.966286318575974,0.9129216458103848,0.08707835418961518,0.72,3,0.9106487541294981
1771-026-195-B2,82.7516,4447772.0,140540.844946,23407.660245299998,2771,True,4,CD4+ T cell,026-195,-1.62310016995,0.176439336131,1.151714972609012,0.5033330662222282,0.4966669337777719,0.72,3,0.6878805330287031
1771-026-195-B3,63.7106,5716607.0,615524.637858,56378.0614046,1094,True,4,CD4+ T cell,026-195,1.01979135554,0.261166180762,-1.0434543199553683,0.5014094401807943,0.4985905598192057,0.72,3,0.08754765765710719
1771-026-195-B5,81.1956,4523507.0,136787.800227,31989.241924500002,2824,True,4,CD4+ T cell,026-195,-1.4874527198899998,1.0550175420999999,1.4267888867258085,0.3813646277140169,0.6186353722859832,0.72,3,0.7631074935919794
1771-026-195-B6,67.9419,4462881.0,202130.995055,87014.43196739999,2469,True,4,CD4+ T cell,026-195,-0.815235172651,-0.625965151202,0.6233693116518728,0.6904591520248529,0.3095408479751472,0.72,3,0.5433890485191077
1771-026-195-B7,66.454,5235030.0,202601.66949,49553.927438599996,2490,True,4,CD4+ T cell,026-195,-0.93169573463,1.06859430834,1.5629627465550964,0.5480920389220333,0.4519079610779668,0.72,3,0.800348195299439
1771-026-195-B9,68.1884,4665610.0,177144.122326,107710.889556,2332,True,4,CD4+ T cell,026-195,-0.34790923968000004,1.4963785750799998,1.8166176778707064,0.3788467821825465,0.6211532178174536,0.72,3,0.8697175121829653
1771-026-195-C10,78.7011,5380009.0,141416.12691700002,76343.2731592,2787,True,4,CD4+ T cell,026-195,-1.2763054338200002,1.53424155567,1.5612532092348266,0.19554973217709054,0.8044502678229094,0.72,3,0.7998806726083605
1771-026-195-C11,65.2282,3180701.0,164795.808975,107522.67022,2684,True,4,CD4+ T cell,026-195,-0.848076116347,1.32498873196,1.633561460680218,0.3835762867157793,0.6164237132842206,0.72,3,0.8196554665845436
1771-026-195-C12,75.697,3141604.0,132620.84501400002,79048.54053210001,2874,True,4,CD4+ T cell,026-195,-1.45540288571,-0.282685515961,0.9652164278828912,0.5051102735064948,0.4948897264935053,0.72,3,0.636877082867801
1771-026-195-C2,71.0115,6535841.0,288492.478942,39050.003134,1889,True,4,CD4+ T cell,026-195,-0.23586322507399998,0.314618929584,1.6389237532230652,0.9246378604276124,0.07536213957238762,0.72,3,0.8211219414080277
1771-026-195-C3,76.5808,3641355.0,97444.259584,132651.884047,2979,True,4,CD4+ T cell,026-195,-1.5502041023,-0.18826420793600002,1.009942079994678,0.4993103192466583,0.5006896807533417,0.72,3,0.6491086129944693
1771-026-195-C4,52.2953,5449963.0,325323.55081399996,185001.045912,1877,True,4,CD4+ T cell,026-195,0.12588555412900002,0.287252902305,-1.3635799329427682,0.4870275718047013,0.5129724281952986,0.72,3,0.0
1771-026-195-C5,78.4902,3690462.0,71266.828809,52630.8314554,3691,True,4,CD4+ T cell,026-195,-2.26204925646,1.04337319557,1.3015481892467442,0.344187055639107,0.6558129443608929,0.72,3,0.7288567830495962
1771-026-195-C6,66.5564,4331791.0,129748.40991700001,80312.9998353,2976,True,4,CD4+ T cell,026-195,-1.38528216057,1.82706629073,1.5821436517986396,0.11773119493386912,0.8822688050661308,0.72,3,0.8055937715910219
1771-026-195-C7,64.8997,5137657.0,223795.591084,51390.9996006,2370,True,4,CD4+ T cell,026-195,-0.8164685380069999,0.536122953287,1.4613364053360272,0.7492218655654742,0.2507781344345261,0.72,3,0.7725555171473736
1771-026-195-C9,81.6738,4796112.0,164962.344401,20916.2752617,2456,True,4,CD4+ T cell,026-195,-1.31281730445,-1.12677006729,0.6194452979545008,0.5406111537868971,0.45938884621310294,0.72,3,0.5423159128689689
1771-026-195-D1,72.5907,3510090.0,89869.00353,78130.054784,3608,True,4,CD4+ T cell,026-195,-2.31754088821,-0.65645598113,0.8963696407321362,0.4621265162306663,0.5378734837693337,0.72,3,0.6180489269573171
1771-026-195-D11,59.8205,2884066.0,443520.94633999997,253027.753219,1863,True,4,CD4+ T cell,026-195,0.198833639872,0.9527187696960001,2.1283839313969146,0.8931017067862168,0.10689829321378326,0.72,3,0.9549790599174344
1771-026-195-D12,74.9853,2344389.0,61581.555287999996,95333.95795519999,3811,True,4,CD4+ T cell,026-195,-2.4277128566900004,-0.584803634992,0.9192056201992036,0.4664634808729853,0.5335365191270147,0.72,3,0.6242940895795475
1771-026-195-D2,77.209,2866244.0,77459.764793,59677.25271189999,3333,True,4,CD4+ T cell,026-195,-1.9351331332799997,-0.108689743189,1.0375494974110409,0.4997863884503698,0.5002136115496303,0.72,3,0.6566586640703879
1771-026-195-D3,76.1895,1984622.0,74551.25112999999,71681.4792392,3630,True,4,CD4+ T cell,026-195,-2.25285428389,-0.6211122325399999,0.9009965334472826,0.4681296454063956,0.5318703545936044,0.72,3,0.6193142853135625
1771-026-195-D4,74.8518,2933659.0,125890.37473099999,104072.331492,2977,True,4,CD4+ T cell,026-195,-1.53273401857,0.637305250383,1.3147122432025666,0.4955708666898603,0.5044291333101396,0.72,3,0.732456876395296
1771-026-195-D5,75.0574,3361857.0,181363.588979,37059.373799199995,2356,True,4,CD4+ T cell,026-195,-0.5093636465370001,1.3082484606,1.7351521535524792,0.5454597550098376,0.4545402449901624,0.72,3,0.8474383956595724
1771-026-195-D6,75.082,2484035.0,130368.547191,80148.2788362,2883,True,4,CD4+ T cell,026-195,-1.25343997514,-0.738081661497,0.7282207342269175,0.5770381632710812,0.4229618367289189,0.72,3,0.5720637189486244
1771-026-195-D7,75.0092,4767120.0,268943.348619,77763.8469677,1772,True,4,CD4+ T cell,026-195,0.100432035583,1.22264445279,2.0572521168199582,0.804557550324126,0.195442449675874,0.72,3,0.9355259968119923
1771-026-195-D9,71.8183,4173940.0,237078.040225,60508.282224099996,2155,True,4,CD4+ T cell,026-195,-0.27904474904,1.2738523510600002,1.8164977412541872,0.6873621889054778,0.31263781109452216,0.72,3,0.8696847120275963
1771-026-195-E1,75.9308,3836783.0,55916.580964,70034.5361385,4072,True,4,CD4+ T cell,026-195,-2.61582533899,-0.38186355775700004,0.9712350226697816,0.4836468406265467,0.5163531593734533,0.72,3,0.6385230426242302
1771-026-195-E12,69.6488,5158174.0,302448.601439,77251.46542210001,1911,True,4,CD4+ T cell,026-195,0.00542173510948,1.17851805395,1.9868966724053112,0.8314854092577549,0.16851459074224498,0.72,3,0.9162852547031454
1771-026-195-E3,72.6509,3925480.0,150948.688811,187493.232526,2399,True,4,CD4+ T cell,026-195,-0.8451933277500001,0.673903195959,1.4943019555392725,0.7309398242575436,0.26906017574245644,0.72,3,0.7815709054405482
1771-026-195-E5,76.9248,4804309.0,177517.62748,28941.7471881,2733,True,4,CD4+ T cell,026-195,-1.3263504024700001,-0.209564370957,0.9956784474958676,0.502160575354985,0.4978394246450149,0.72,3,0.6452078079220499
1771-026-195-E6,67.0556,4238428.0,226383.853926,102798.0211,2327,True,4,CD4+ T cell,026-195,-0.509830378711,1.25370047464,1.7268041772727285,0.6044255758632567,0.3955744241367433,0.72,3,0.8451553987989056
1771-026-195-E7,80.0973,4422980.0,109519.2287,50002.75611140001,3083,True,4,CD4+ T cell,026-195,-1.74282514539,0.485232074322,1.2377860238469145,0.4895063786811952,0.5104936213188048,0.72,3,0.7114191648102838
1771-026-195-E8,76.2389,4997646.0,291878.491232,221961.259194,1454,True,4,CD4+ T cell,026-195,0.349312519711,0.44418974478,-1.3061063200094256,0.4960003146643708,0.5039996853356292,0.72,3,0.015717830705421917
1771-026-195-F10,79.0212,5942985.0,117721.42016,75206.92360689999,3208,True,4,CD4+ T cell,026-195,-1.7069983465399998,1.20000300311,1.414945398622402,0.29925943216562784,0.7007405678343722,0.72,3,0.7598685473787508
1771-026-195-F12,78.2846,4158982.0,86496.24426200001,57289.71953049999,3552,True,4,CD4+ T cell,026-195,-2.3031659162900002,-0.301917082052,0.9840077878145562,0.4922859432531555,0.5077140567468444,0.72,3,0.6420161266664415
1771-026-195-F3,75.5169,5897807.0,146330.620327,69442.263637,2958,True,4,CD4+ T cell,026-195,-1.48727720118,-1.28739853774,0.6236568483409969,0.4814999406414106,0.5185000593585892,0.72,3,0.543467683787896
1771-026-195-F5,77.596,5803415.0,435991.107908,118656.54496600002,1472,True,4,CD4+ T cell,026-195,0.35365224393600003,0.512895978617,-1.3135955869124554,0.4982582829038301,0.50174171709617,0.72,3,0.01366967289383513
1771-026-195-F7,75.5087,6177255.0,391733.58699499996,41156.5431367,1801,True,4,CD4+ T cell,026-195,0.0721989314862,-0.538835073252,-0.03917541956792685,0.6606830988744352,0.33931690112556484,0.72,3,0.36219692593304603
1771-026-195-F9,79.8235,3508098.0,75194.97608200001,40042.9346388,3555,True,4,CD4+ T cell,026-195,-2.41229533406,-0.8104188455239999,0.8672728554723469,0.4398565110839935,0.5601434889160064,0.72,3,0.6100915649359698
1771-026-195-G10,75.6114,5935937.0,155138.68127200002,83474.8712298,2931,True,4,CD4+ T cell,026-195,-1.33792846344,0.154345352048,1.175837231990185,0.5148896365963374,0.4851103634036626,0.72,3,0.6944774662965888
1771-026-195-G11,68.0517,5473554.0,132178.90281600002,114459.628825,3040,True,4,CD4+ T cell,026-195,-1.2895416123,1.19799135908,1.4987827929932032,0.3493827178980534,0.6506172821019466,0.72,3,0.7827963207385403
1771-026-195-G12,88.038,5173875.0,122298.35478299999,18235.5684737,3098,True,4,CD4+ T cell,026-195,-2.06479548805,-0.890842434921,0.8173343179741966,0.4511577669268098,0.5488422330731901,0.72,3,0.5964344197172999
1771-026-195-G2,69.1813,6087078.0,441775.375,114508.430701,1436,True,4,CD4+ T cell,026-195,0.557422129461,0.269571456851,-1.193223759421127,0.4970392600290796,0.5029607399709205,0.72,3,0.04658884935843736
1771-026-195-G3,71.5038,4506111.0,120393.16304300001,65485.5428852,3022,True,4,CD4+ T cell,026-195,-1.4602757658599999,0.791165175776,1.3701879875697638,0.4788763033673727,0.5211236966326274,0.72,3,0.7476283318462029
1771-026-195-G4,68.8882,4091279.0,86215.18362000001,110205.01371600002,3479,True,4,CD4+ T cell,026-195,-1.9864218091900003,1.21542646596,1.3720716624774132,0.2853709710704927,0.7146290289295073,0.72,3,0.7481434775242173
1771-026-195-H12,72.8295,3680947.0,135225.87641,77103.4043545,3188,True,4,CD4+ T cell,026-195,-1.73038316536,-0.176670045693,1.0155632686815286,0.4987974286367699,0.5012025713632301,0.72,3,0.6506458904968533
1771-026-195-H4,59.4252,225549.0,241086.6621,173882.58065999998,2704,True,4,CD4+ T cell,026-195,-0.903283238486,-1.2044872925799999,0.4749241463405086,0.6086008835036285,0.3913991164963715,0.72,3,0.5027924014959171
1771-026-195-H6,79.2205,4184630.0,97751.375983,104927.680034,3304,True,4,CD4+ T cell,026-195,-1.8248217653999999,-0.0326331310857,1.0650171064406684,0.5000163299052627,0.4999836700947373,0.72,3,0.6641704804775298
1771-026-195-H7,73.4492,3875822.0,197145.17100499998,59451.31205680001,2597,True,4,CD4+ T cell,026-195,-1.00135545881,1.1639278181100001,1.5628789693022604,0.453128891363217,0.546871108636783,0.72,3,0.8003252839735308
1771-026-196-A1,78.2738,5601950.0,143994.18408,90996.5841919,3028,True,4,CD4+ T cell,026-196,-1.66607532805,0.51892224393,1.258504726310778,0.4924748560728559,0.507525143927144,0.72,3,0.7170852964686625
1771-026-196-A11,81.3605,5007373.0,222163.70854899997,48584.3343373,2503,True,4,CD4+ T cell,026-196,-1.26338732982,0.583662311192,1.353240296883944,0.5632984517796452,0.4367015482203548,0.72,3,0.7429934930140503
1771-026-196-A2,68.2917,6237457.0,265640.434925,35190.429508099995,2742,True,4,CD4+ T cell,026-196,-1.13021560507,0.058358481192199996,1.1561315438054065,0.5139393800127912,0.4860606199872088,0.72,3,0.6890883728498031
1771-026-196-A3,77.482,4452510.0,282251.737678,125678.999155,2445,True,4,CD4+ T cell,026-196,-1.0516798639899998,0.0676995872781,1.1736968069870024,0.5233778712717088,0.4766221287282914,0.72,3,0.6938921048390327
1771-026-196-A4,84.0799,3533731.0,94876.519788,68336.30594939999,3669,True,4,CD4+ T cell,026-196,-2.42513022123,-0.265197983288,0.9947030091803432,0.4938603542365672,0.5061396457634327,0.72,3,0.644941045950347
1771-026-196-A7,75.8156,1070931.0,246444.75756,40877.4682682,2333,True,4,CD4+ T cell,026-196,-1.0246753129200001,0.00885779869132,1.1394280800331331,0.5092966617718013,0.4907033382281986,0.72,3,0.6845203249689219
1771-026-196-A8,87.1123,1409393.0,94271.91678,67782.59044730001,3429,True,4,CD4+ T cell,026-196,-2.26726717697,0.314647426109,1.141468692538948,0.49373848881824395,0.506261511181756,0.72,3,0.6850783897966709
1771-026-196-A9,67.126,5411409.0,153083.311224,61130.758672,3207,True,4,CD4+ T cell,026-196,-1.7866592326,0.839422657042,1.3239297746668193,0.42022878513610185,0.5797712148638982,0.72,3,0.7349776784065608
1771-026-196-B1,76.9907,4119857.0,145355.59004,83831.2190698,3212,True,4,CD4+ T cell,026-196,-1.77108688566,0.381768016933,1.2035641809413775,0.495435495956877,0.504564504043123,0.72,3,0.702060206746509
1771-026-196-B10,80.3862,5308815.0,166550.452754,45067.079795,3039,True,4,CD4+ T cell,026-196,-1.7758366726400003,1.1984154963200002,1.402591208031626,0.2964555093048085,0.7035444906951915,0.72,3,0.7564899347198678
1771-026-196-B11,82.9393,4084548.0,215930.00066,76106.10597039999,2626,True,4,CD4+ T cell,026-196,-1.34864664657,0.068746974353,1.1352069212293183,0.5049834273653445,0.4950165726346556,0.72,3,0.6833659263488802
1771-026-196-B12,76.8544,4398619.0,273420.811823,69574.9631259,2458,True,4,CD4+ T cell,026-196,-1.01038885691,-0.8967703866779999,0.5931696392601966,0.634503902050531,0.3654960979494691,0.72,3,0.5351300699411976
1771-026-196-B2,80.5411,5113816.0,159674.18761,93438.1785525,2747,True,4,CD4+ T cell,026-196,-1.13588014235,0.157762520994,1.2097818764765773,0.5380416407617029,0.4619583592382971,0.72,3,0.703760616392123
1771-026-196-B3,87.9939,5419443.0,161574.43773,41236.9094481,2583,True,4,CD4+ T cell,026-196,-1.4625999290600002,0.28197790890700003,1.210352942828311,0.5162200580132682,0.4837799419867318,0.72,3,0.7039167910917807
1771-026-196-B4,78.4457,3719268.0,101866.00669,80659.42983919999,3712,True,4,CD4+ T cell,026-196,-2.34356331659,-0.218604917639,1.005460735497944,0.4967133494392219,0.5032866505607779,0.72,3,0.6478830590308786
1771-026-196-B5,88.1053,3921487.0,103911.56615099999,26072.6087877,3452,True,4,CD4+ T cell,026-196,-2.40235168189,-0.79065325979,0.8709675984305743,0.44285368399841785,0.5571463160015822,0.72,3,0.6111019998356311
1771-026-196-B6,72.1161,3365177.0,339543.690693,181047.47913800002,2112,True,4,CD4+ T cell,026-196,-0.483044708843,-0.22060656452100005,0.8212067470758961,0.6414680074234667,0.35853199257653345,0.72,3,0.5974934480597472
1771-026-196-B8,74.3104,4559862.0,105726.805374,113799.82155,3403,True,4,CD4+ T cell,026-196,-2.03833902401,-0.312883257527,0.9753624698554412,0.4942719582050637,0.5057280417949364,0.72,3,0.6396518130772904
1771-026-196-B9,75.1247,4886149.0,439496.27273100003,46232.613075400004,1583,True,4,CD4+ T cell,026-196,0.143419644442,0.325682487931,-1.3611834758955754,0.4889001888903205,0.5110998111096796,0.72,3,0.0006553808650289321
1771-026-196-C1,71.7618,5547064.0,133493.48246600002,78979.69830910001,3068,True,4,CD4+ T cell,026-196,-1.7188305013799998,0.761131273147,1.3157817752212193,0.4468565853351243,0.5531434146648757,0.72,3,0.7327493710262272
1771-026-196-C12,83.0321,3234655.0,133135.92547000002,70636.484418,3264,True,4,CD4+ T cell,026-196,-1.98597328181,0.494398227021,1.2110573460980778,0.4780107730730861,0.521989226926914,0.72,3,0.7041094306489176
1771-026-196-C2,76.8207,5832142.0,274755.963484,47878.3140013,2207,True,4,CD4+ T cell,026-196,-0.670415120664,-0.794077543778,0.4780774213756877,0.7138759902423051,0.28612400975769503,0.72,3,0.5036547562469237
1771-026-196-C4,84.5699,3103876.0,82238.587812,45065.6468783,3664,True,4,CD4+ T cell,026-196,-2.46860513417,-0.7110946578540001,0.8930667991513992,0.4503993474429317,0.5496006525570684,0.72,3,0.6171456688852507
1771-026-196-C5,83.2878,4326015.0,236907.31537800003,21067.960397299998,2566,True,4,CD4+ T cell,026-196,-1.1582169905500002,0.355129052349,1.2959697857551007,0.5803988632256006,0.4196011367743995,0.72,3,0.7273312064029727
1771-026-196-C6,75.7893,3768451.0,104415.979549,84439.448139,3391,True,4,CD4+ T cell,026-196,-2.0553523499,0.594297530456,1.2287950053845782,0.4618514042959879,0.5381485957040122,0.72,3,0.7089603093660607
1771-026-196-C8,68.061,2892726.0,116666.36928299999,55838.9831753,3279,True,4,CD4+ T cell,026-196,-1.6119216552700002,-0.25868517312,0.9820069480903101,0.5005731098503958,0.4994268901496042,0.72,3,0.6414689388623468
1771-026-196-C9,71.28399999999998,4554162.0,390341.98514299997,39726.753903900004,1781,True,4,CD4+ T cell,026-196,-0.0754632980967,0.36604071010899997,1.7683239008902674,0.9455500284712458,0.05444997152875412,0.72,3,0.8565101745550994
1771-026-196-D1,80.6946,6212584.0,211163.20685999998,59392.2881713,2125,True,4,CD4+ T cell,026-196,-0.45251976045599995,0.9152778079530001,1.6894051632790374,0.8276723827276615,0.17232761727233847,0.72,3,0.834927550913576
1771-026-196-D11,74.1733,2683563.0,65174.692987,90764.7545845,3915,True,4,CD4+ T cell,026-196,-2.49964206369,-0.534291549098,0.9338737193812084,0.470239543705091,0.529760456294909,0.72,3,0.6283055078277874
1771-026-196-D2,83.9635,3677203.0,117053.345671,48764.33074119999,3012,True,4,CD4+ T cell,026-196,-1.9268403631400002,-0.634904485918,0.8727104216115851,0.48328008933401795,0.5167199106659821,0.72,3,0.6115786255132335
1771-026-196-D3,76.3331,2746564.0,135770.38343,114756.983171,2965,True,4,CD4+ T cell,026-196,-1.63317819841,0.235112364479,1.1716051745105185,0.5040677086836384,0.4959322913163615,0.72,3,0.6933200871167178
1771-026-196-D4,75.0027,2380749.0,69282.43333,99753.0949051,3898,True,4,CD4+ T cell,026-196,-2.52568632292,-0.614552445872,0.9173154763995462,0.4605675981920058,0.5394324018079941,0.72,3,0.6237771747949076
1771-026-196-D6,74.8187,2501649.0,92627.578374,79435.5171959,3725,True,4,CD4+ T cell,026-196,-2.34746267159,-0.501838729754,0.9354226352491334,0.4765327252939132,0.5234672747060868,0.72,3,0.6287291039120848
1771-026-196-D7,76.3822,2653559.0,175553.208586,63955.3224921,2829,True,4,CD4+ T cell,026-196,-1.44495935117,-0.48655496000299997,0.8725210194791919,0.5233860326877867,0.4766139673122134,0.72,3,0.611526827992593
1771-026-196-D8,72.9917,2490694.0,81575.82907,68809.93795680001,3649,True,4,CD4+ T cell,026-196,-2.21540058398,0.7261490117649999,1.2418669552091166,0.4335591884718201,0.5664408115281797,0.72,3,0.7125352141588073
1771-026-196-D9,80.4197,2524623.0,82117.586,95263.922319,3691,True,4,CD4+ T cell,026-196,-2.33622992233,-0.610869809925,0.9083907704524729,0.4662968800169695,0.5337031199830305,0.72,3,0.6213364544362543
1771-026-196-E1,76.7088,3281972.0,65686.347216,82810.9282097,3839,True,4,CD4+ T cell,026-196,-2.35291831773,-0.39849213010799994,0.9608340684554696,0.4851823999970073,0.5148176000029927,0.72,3,0.6356785992497551
